date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1994-02-03T00:00:00,Thursday,Utah Jazz,85,Chicago Bulls,94,17171.0,,
1994-02-03T00:00:00,Thursday,Portland Trail Blazers,126,Phoenix Suns,105,17171.0,,
1994-02-03T00:00:00,Thursday,Cleveland Cavaliers,97,San Antonio Spurs,98,17171.0,,
1994-02-04T00:00:00,Friday,Sacramento Kings,83,Denver Nuggets,108,17171.0,,
1994-02-04T00:00:00,Friday,Philadelphia 76ers,95,Washington Bullets,102,17171.0,,
1994-02-04T00:00:00,Friday,Charlotte Hornets,118,Miami Heat,124,17171.0,,
1994-02-04T00:00:00,Friday,Boston Celtics,91,San Antonio Spurs,100,17171.0,,
1994-02-04T00:00:00,Friday,Detroit Pistons,84,Seattle SuperSonics,108,17171.0,,
1994-02-04T00:00:00,Friday,Golden State Warriors,99,Chicago Bulls,101,17171.0,,
1994-02-04T00:00:00,Friday,Indiana Pacers,114,Minnesota Timberwolves,93,17171.0,,
1994-02-04T00:00:00,Friday,Dallas Mavericks,87,Los Angeles Lakers,95,17171.0,,
1994-02-04T00:00:00,Friday,Orlando Magic,92,Milwaukee Bucks,98,17171.0,,
1994-02-04T00:00:00,Friday,Atlanta Hawks,114,New York Knicks,102,17171.0,,
1994-02-05T00:00:00,Saturday,Miami Heat,94,Philadelphia 76ers,96,17171.0,,
1994-02-05T00:00:00,Saturday,Milwaukee Bucks,94,Seattle SuperSonics,115,17171.0,,
1994-02-05T00:00:00,Saturday,Detroit Pistons,100,New Jersey Nets,107,17171.0,,
1994-02-05T00:00:00,Saturday,Indiana Pacers,111,Charlotte Hornets,102,17171.0,,
1994-02-05T00:00:00,Saturday,Cleveland Cavaliers,109,Atlanta Hawks,93,17171.0,,
1994-02-05T00:00:00,Saturday,Los Angeles Clippers,122,Sacramento Kings,110,17171.0,,
1994-02-05T00:00:00,Saturday,Utah Jazz,128,Portland Trail Blazers,114,17171.0,,
1994-02-06T00:00:00,Sunday,Los Angeles Lakers,107,Utah Jazz,90,17171.0,,
1994-02-06T00:00:00,Sunday,New Jersey Nets,102,San Antonio Spurs,104,17171.0,OT,
1994-02-06T00:00:00,Sunday,New York Knicks,95,Orlando Magic,77,17171.0,,
1994-02-06T00:00:00,Sunday,Phoenix Suns,89,Chicago Bulls,88,17171.0,,
1994-02-06T00:00:00,Sunday,Washington Bullets,84,Golden State Warriors,106,17171.0,,
1994-02-06T00:00:00,Sunday,Houston Rockets,101,Minnesota Timberwolves,90,17171.0,,
1994-02-06T00:00:00,Sunday,Denver Nuggets,99,Dallas Mavericks,89,17171.0,,
1994-02-07T00:00:00,Monday,Indiana Pacers,104,Golden State Warriors,99,17171.0,,
1994-02-07T00:00:00,Monday,Atlanta Hawks,141,Detroit Pistons,97,17171.0,,
1994-02-07T00:00:00,Monday,Philadelphia 76ers,125,Charlotte Hornets,117,17171.0,,
1994-02-07T00:00:00,Monday,Miami Heat,96,New York Knicks,85,17171.0,,
1994-02-08T00:00:00,Tuesday,Los Angeles Clippers,89,Chicago Bulls,118,17171.0,,
1994-02-08T00:00:00,Tuesday,San Antonio Spurs,110,Washington Bullets,90,17171.0,,
1994-02-08T00:00:00,Tuesday,Milwaukee Bucks,106,Houston Rockets,98,17171.0,,
1994-02-08T00:00:00,Tuesday,Dallas Mavericks,108,Minnesota Timberwolves,105,17171.0,OT,
1994-02-08T00:00:00,Tuesday,Denver Nuggets,95,Utah Jazz,96,17171.0,,
1994-02-08T00:00:00,Tuesday,Portland Trail Blazers,124,Sacramento Kings,100,17171.0,,
1994-02-08T00:00:00,Tuesday,Cleveland Cavaliers,112,New Jersey Nets,104,17171.0,,
1994-02-08T00:00:00,Tuesday,Los Angeles Lakers,107,Phoenix Suns,104,17171.0,,
1994-02-09T00:00:00,Wednesday,Seattle SuperSonics,115,Portland Trail Blazers,94,17171.0,,
1994-02-09T00:00:00,Wednesday,Miami Heat,98,Indiana Pacers,102,17171.0,,
1994-02-09T00:00:00,Wednesday,New Jersey Nets,106,Cleveland Cavaliers,95,17171.0,,
1994-02-09T00:00:00,Wednesday,Orlando Magic,104,Atlanta Hawks,87,17171.0,,
1994-02-09T00:00:00,Wednesday,Philadelphia 76ers,79,New York Knicks,114,17171.0,,
1994-02-09T00:00:00,Wednesday,Phoenix Suns,111,Minnesota Timberwolves,106,17171.0,,
1994-02-09T00:00:00,Wednesday,Sacramento Kings,105,Los Angeles Clippers,95,17171.0,,
1994-02-09T00:00:00,Wednesday,Charlotte Hornets,116,Golden State Warriors,126,17171.0,,
1994-02-09T00:00:00,Wednesday,Utah Jazz,96,Los Angeles Lakers,103,17171.0,,
1994-02-09T00:00:00,Wednesday,Boston Celtics,95,Detroit Pistons,102,17171.0,,
1994-02-10T00:00:00,Thursday,Atlanta Hawks,114,Miami Heat,98,17171.0,,
1994-02-10T00:00:00,Thursday,Dallas Mavericks,87,Washington Bullets,77,17171.0,,
1994-02-10T00:00:00,Thursday,Detroit Pistons,81,Houston Rockets,104,17171.0,,
1994-02-10T00:00:00,Thursday,Los Angeles Lakers,84,Sacramento Kings,103,17171.0,,
1994-02-10T00:00:00,Thursday,San Antonio Spurs,94,Denver Nuggets,87,17171.0,,
1994-02-10T00:00:00,Thursday,New York Knicks,105,Golden State Warriors,113,17171.0,,
1994-02-10T00:00:00,Thursday,Milwaukee Bucks,80,Chicago Bulls,97,17171.0,,
1994-02-15T00:00:00,Tuesday,Los Angeles Lakers,89,Los Angeles Clippers,100,17171.0,,
1994-02-15T00:00:00,Tuesday,Cleveland Cavaliers,111,Denver Nuggets,99,17171.0,,
1994-02-15T00:00:00,Tuesday,Detroit Pistons,100,Washington Bullets,93,17171.0,,
1994-02-15T00:00:00,Tuesday,Orlando Magic,102,Boston Celtics,92,17171.0,,
1994-02-15T00:00:00,Tuesday,San Antonio Spurs,109,Indiana Pacers,100,17171.0,,
1994-02-15T00:00:00,Tuesday,Houston Rockets,103,Atlanta Hawks,99,17171.0,,
1994-02-15T00:00:00,Tuesday,New Jersey Nets,103,New York Knicks,83,17171.0,,
1994-02-15T00:00:00,Tuesday,Minnesota Timberwolves,97,Milwaukee Bucks,90,17171.0,,
1994-02-15T00:00:00,Tuesday,Golden State Warriors,123,Sacramento Kings,113,17171.0,,
1994-02-15T00:00:00,Tuesday,Seattle SuperSonics,133,Philadelphia 76ers,105,17171.0,,
1994-02-15T00:00:00,Tuesday,Dallas Mavericks,103,Portland Trail Blazers,106,17171.0,,
1994-02-16T00:00:00,Wednesday,Milwaukee Bucks,95,Denver Nuggets,107,17171.0,,
1994-02-16T00:00:00,Wednesday,Sacramento Kings,94,Philadelphia 76ers,92,17171.0,OT,
1994-02-16T00:00:00,Wednesday,Phoenix Suns,126,Portland Trail Blazers,100,17171.0,,
1994-02-16T00:00:00,Wednesday,Los Angeles Clippers,99,Utah Jazz,103,17171.0,,
1994-02-16T00:00:00,Wednesday,Chicago Bulls,101,Miami Heat,109,17171.0,,
1994-02-16T00:00:00,Wednesday,Charlotte Hornets,102,Houston Rockets,97,17171.0,,
1994-02-17T00:00:00,Thursday,Boston Celtics,98,New Jersey Nets,117,17171.0,,"at Hartford, CT"
1994-02-17T00:00:00,Thursday,Washington Bullets,109,Minnesota Timberwolves,105,17171.0,,
1994-02-17T00:00:00,Thursday,Dallas Mavericks,73,Indiana Pacers,84,17171.0,,
1994-02-17T00:00:00,Thursday,Cleveland Cavaliers,95,New York Knicks,102,17171.0,,
1994-02-17T00:00:00,Thursday,Miami Heat,115,Seattle SuperSonics,112,17171.0,,
1994-02-17T00:00:00,Thursday,San Antonio Spurs,115,Detroit Pistons,96,17171.0,,
1994-02-17T00:00:00,Thursday,Golden State Warriors,119,Atlanta Hawks,115,17171.0,,
1994-02-18T00:00:00,Friday,Washington Bullets,110,New Jersey Nets,113,17171.0,,"at Baltimore, MD"
1994-02-18T00:00:00,Friday,Sacramento Kings,90,Utah Jazz,81,17171.0,,
1994-02-18T00:00:00,Friday,Portland Trail Blazers,109,Philadelphia 76ers,93,17171.0,,
1994-02-18T00:00:00,Friday,Phoenix Suns,113,Los Angeles Lakers,96,17171.0,,
1994-02-18T00:00:00,Friday,Chicago Bulls,84,Denver Nuggets,109,17171.0,,
1994-02-18T00:00:00,Friday,Los Angeles Clippers,91,Atlanta Hawks,97,17171.0,,
1994-02-18T00:00:00,Friday,Minnesota Timberwolves,78,Cleveland Cavaliers,85,17171.0,,
1994-02-18T00:00:00,Friday,Orlando Magic,124,Seattle SuperSonics,93,17171.0,,
1994-02-18T00:00:00,Friday,Charlotte Hornets,99,Milwaukee Bucks,106,17171.0,,
1994-02-19T00:00:00,Saturday,Dallas Mavericks,96,Detroit Pistons,105,17171.0,,
1994-02-19T00:00:00,Saturday,Golden State Warriors,101,Boston Celtics,90,17171.0,,
1994-02-19T00:00:00,Saturday,Houston Rockets,106,Phoenix Suns,88,17171.0,,
1994-02-19T00:00:00,Saturday,San Antonio Spurs,100,Miami Heat,96,17171.0,,
1994-02-19T00:00:00,Saturday,Utah Jazz,100,Los Angeles Clippers,93,17171.0,,
1994-02-20T00:00:00,Sunday,Denver Nuggets,97,Atlanta Hawks,92,17171.0,,
1994-02-20T00:00:00,Sunday,Los Angeles Lakers,107,Philadelphia 76ers,95,17171.0,,
1994-02-20T00:00:00,Sunday,Milwaukee Bucks,104,Orlando Magic,109,17171.0,,
1994-02-20T00:00:00,Sunday,New Jersey Nets,122,Washington Bullets,101,17171.0,,
1994-02-20T00:00:00,Sunday,New York Knicks,86,Chicago Bulls,68,17171.0,,
1994-02-20T00:00:00,Sunday,Portland Trail Blazers,102,Boston Celtics,93,17171.0,,
1994-02-20T00:00:00,Sunday,Indiana Pacers,101,Seattle SuperSonics,95,17171.0,,
1994-02-20T00:00:00,Sunday,Charlotte Hornets,101,Cleveland Cavaliers,105,17171.0,OT,
1994-02-21T00:00:00,Monday,Utah Jazz,119,Philadelphia 76ers,92,17171.0,,
1994-02-21T00:00:00,Monday,Miami Heat,128,Washington Bullets,98,17171.0,,
1994-02-21T00:00:00,Monday,Detroit Pistons,88,Dallas Mavericks,98,17171.0,,
1994-02-21T00:00:00,Monday,Minnesota Timberwolves,89,San Antonio Spurs,114,17171.0,,
1994-02-21T00:00:00,Monday,Phoenix Suns,112,Sacramento Kings,86,17171.0,,
1994-02-21T00:00:00,Monday,Chicago Bulls,118,Charlotte Hornets,93,17171.0,,
1994-02-22T00:00:00,Tuesday,Milwaukee Bucks,113,Golden State Warriors,117,17171.0,,
1994-02-22T00:00:00,Tuesday,New Jersey Nets,97,Miami Heat,123,17171.0,,
1994-02-22T00:00:00,Tuesday,Houston Rockets,98,Denver Nuggets,97,17171.0,,
1994-02-22T00:00:00,Tuesday,Portland Trail Blazers,120,Los Angeles Clippers,117,17171.0,,
1994-02-22T00:00:00,Tuesday,Sacramento Kings,95,Boston Celtics,93,17171.0,,
1994-02-22T00:00:00,Tuesday,Cleveland Cavaliers,114,Minnesota Timberwolves,81,17171.0,,
1994-02-22T00:00:00,Tuesday,Indiana Pacers,107,Dallas Mavericks,101,17171.0,,
1994-02-22T00:00:00,Tuesday,New York Knicks,82,Seattle SuperSonics,93,17171.0,,
1994-02-23T00:00:00,Wednesday,Chicago Bulls,123,Golden State Warriors,100,17171.0,,
1994-02-23T00:00:00,Wednesday,Utah Jazz,106,San Antonio Spurs,102,17171.0,2OT,
1994-02-23T00:00:00,Wednesday,Philadelphia 76ers,102,New Jersey Nets,106,17171.0,,
1994-02-23T00:00:00,Wednesday,Denver Nuggets,102,Boston Celtics,94,17171.0,,
1994-02-23T00:00:00,Wednesday,Orlando Magic,103,Indiana Pacers,99,17171.0,,
1994-02-23T00:00:00,Wednesday,Washington Bullets,96,Cleveland Cavaliers,106,17171.0,,
1994-02-23T00:00:00,Wednesday,Atlanta Hawks,99,Seattle SuperSonics,92,17171.0,,
1994-02-23T00:00:00,Wednesday,Los Angeles Clippers,112,Portland Trail Blazers,121,17171.0,,
1994-02-24T00:00:00,Thursday,Sacramento Kings,102,Los Angeles Lakers,90,17171.0,,
1994-02-24T00:00:00,Thursday,Minnesota Timberwolves,101,Phoenix Suns,120,17171.0,,
1994-02-24T00:00:00,Thursday,Houston Rockets,93,New York Knicks,73,17171.0,,
1994-02-24T00:00:00,Thursday,Charlotte Hornets,110,Dallas Mavericks,115,17171.0,,
1994-02-25T00:00:00,Friday,Los Angeles Lakers,110,San Antonio Spurs,126,17171.0,,
1994-02-25T00:00:00,Friday,Denver Nuggets,102,New York Knicks,94,17171.0,,
1994-02-25T00:00:00,Friday,Orlando Magic,114,New Jersey Nets,102,17171.0,,
1994-02-25T00:00:00,Friday,Philadelphia 76ers,84,Miami Heat,115,17171.0,,
1994-02-25T00:00:00,Friday,Seattle SuperSonics,115,Boston Celtics,102,17171.0,,
1994-02-25T00:00:00,Friday,Utah Jazz,107,Phoenix Suns,87,17171.0,,
1994-02-25T00:00:00,Friday,Indiana Pacers,110,Detroit Pistons,90,17171.0,,
1994-02-25T00:00:00,Friday,Cleveland Cavaliers,107,Golden State Warriors,97,17171.0,,
1994-02-25T00:00:00,Friday,Atlanta Hawks,111,Milwaukee Bucks,100,17171.0,,
1994-02-25T00:00:00,Friday,Los Angeles Clippers,121,Sacramento Kings,111,17171.0,,
1994-02-25T00:00:00,Friday,Washington Bullets,94,Chicago Bulls,116,17171.0,,
1994-02-26T00:00:00,Saturday,Philadelphia 76ers,102,Atlanta Hawks,118,17171.0,,
1994-02-26T00:00:00,Saturday,Milwaukee Bucks,115,Washington Bullets,100,17171.0,,
1994-02-26T00:00:00,Saturday,Portland Trail Blazers,104,San Antonio Spurs,96,17171.0,,
1994-02-26T00:00:00,Saturday,Chicago Bulls,86,Indiana Pacers,96,17171.0,,
1994-02-26T00:00:00,Saturday,Cleveland Cavaliers,110,Dallas Mavericks,99,17171.0,,
1994-02-26T00:00:00,Saturday,Detroit Pistons,100,Miami Heat,105,17171.0,,
1994-02-26T00:00:00,Saturday,Houston Rockets,85,Utah Jazz,95,17171.0,,
1994-02-27T00:00:00,Sunday,Los Angeles Clippers,118,Seattle SuperSonics,122,17171.0,,
1994-02-27T00:00:00,Sunday,Los Angeles Lakers,100,Boston Celtics,97,17171.0,,
1994-02-27T00:00:00,Sunday,Minnesota Timberwolves,107,Golden State Warriors,100,17171.0,,
1994-02-27T00:00:00,Sunday,New Jersey Nets,117,Dallas Mavericks,90,17171.0,,
1994-02-27T00:00:00,Sunday,Orlando Magic,114,Charlotte Hornets,103,17171.0,,
1994-02-27T00:00:00,Sunday,Portland Trail Blazers,104,Denver Nuggets,97,17171.0,,
1994-02-27T00:00:00,Sunday,Phoenix Suns,92,New York Knicks,78,17171.0,,
1994-02-28T00:00:00,Monday,Chicago Bulls,81,Cleveland Cavaliers,89,17171.0,,
1994-02-28T00:00:00,Monday,Utah Jazz,89,Houston Rockets,85,17171.0,,
1994-03-01T00:00:00,Tuesday,Seattle SuperSonics,112,Charlotte Hornets,96,10955.0,,
1994-03-01T00:00:00,Tuesday,Houston Rockets,97,Orlando Magic,85,10955.0,,
1994-03-01T00:00:00,Tuesday,Golden State Warriors,114,Los Angeles Clippers,109,10955.0,,
1994-03-01T00:00:00,Tuesday,Milwaukee Bucks,102,Miami Heat,110,10955.0,,
1994-03-01T00:00:00,Tuesday,Sacramento Kings,88,New York Knicks,100,10955.0,,
1994-03-01T00:00:00,Tuesday,Atlanta Hawks,102,Minnesota Timberwolves,99,10955.0,,
1994-03-01T00:00:00,Tuesday,Indiana Pacers,106,Portland Trail Blazers,94,10955.0,,
1994-03-01T00:00:00,Tuesday,Philadelphia 76ers,103,Washington Bullets,109,10955.0,,
1994-03-01T00:00:00,Tuesday,New Jersey Nets,108,Detroit Pistons,98,10955.0,,
1994-03-02T00:00:00,Wednesday,Boston Celtics,96,Cleveland Cavaliers,110,10955.0,,
1994-03-02T00:00:00,Wednesday,Chicago Bulls,89,Los Angeles Lakers,97,10955.0,,
1994-03-02T00:00:00,Wednesday,Detroit Pistons,107,Portland Trail Blazers,131,10955.0,,
1994-03-02T00:00:00,Wednesday,San Antonio Spurs,96,Utah Jazz,106,10955.0,,
1994-03-02T00:00:00,Wednesday,Minnesota Timberwolves,100,Miami Heat,108,10955.0,OT,
1994-03-02T00:00:00,Wednesday,Los Angeles Clippers,118,Charlotte Hornets,109,10955.0,,
1994-03-03T00:00:00,Thursday,Cleveland Cavaliers,95,Philadelphia 76ers,87,10955.0,,
1994-03-03T00:00:00,Thursday,Dallas Mavericks,94,Orlando Magic,107,10955.0,,
1994-03-03T00:00:00,Thursday,Washington Bullets,98,Atlanta Hawks,109,10955.0,,
1994-03-03T00:00:00,Thursday,New York Knicks,97,New Jersey Nets,86,10955.0,,
1994-03-03T00:00:00,Thursday,Golden State Warriors,120,Phoenix Suns,107,10955.0,,
1994-03-04T00:00:00,Friday,Boston Celtics,109,Los Angeles Lakers,99,10955.0,,
1994-03-04T00:00:00,Friday,Chicago Bulls,96,Portland Trail Blazers,115,10955.0,,
1994-03-04T00:00:00,Friday,Denver Nuggets,98,Orlando Magic,89,10955.0,,
1994-03-04T00:00:00,Friday,Indiana Pacers,126,New Jersey Nets,110,10955.0,,
1994-03-04T00:00:00,Friday,San Antonio Spurs,121,Los Angeles Clippers,113,10955.0,,
1994-03-04T00:00:00,Friday,Phoenix Suns,106,Minnesota Timberwolves,101,10955.0,,
1994-03-05T00:00:00,Saturday,Miami Heat,120,Philadelphia 76ers,83,10955.0,,
1994-03-05T00:00:00,Saturday,Houston Rockets,124,Los Angeles Clippers,107,10955.0,,
1994-03-05T00:00:00,Saturday,Golden State Warriors,129,Charlotte Hornets,112,10955.0,,
1994-03-05T00:00:00,Saturday,Dallas Mavericks,90,Utah Jazz,103,10955.0,,
1994-03-05T00:00:00,Saturday,Washington Bullets,124,Los Angeles Lakers,118,10955.0,,
1994-03-05T00:00:00,Saturday,Atlanta Hawks,90,Indiana Pacers,88,10955.0,,
1994-03-05T00:00:00,Saturday,Milwaukee Bucks,117,Detroit Pistons,108,10955.0,,
1994-03-05T00:00:00,Saturday,Seattle SuperSonics,114,Sacramento Kings,98,10955.0,,
